Story Id,Story Name,Marked on Panel,RERA Number,
813,Swarna Griha - Kolar,None,PRM/KA/RERA/1265/339/PR/200121/003219,
777,Swaroop Aditya Avenue - Andheri East,None,P51800017168,
365,Swaroop Residency - Ghatkopar East,None,P51800017168,
940,Swashraya - Andheri West,None,P51800030781,
451,Swastik Towers - Panvel West,None,P52000011118,
578,TCG Cliff Garden - Hinjawadi Phase 3				,None,P52100028926,
320,Teenmurty Summit - Borivali East,None,P51800006085,
60,TenX Habitat - Thane West,None,P51700019265,
60,TenX Habitat - Thane West,None,P51700020256,
60,TenX Habitat - Thane West,None,P51700020881,
60,TenX Habitat - Thane West,None,P51700022779,
60,TenX Habitat - Thane West,None,P51700022940,
60,TenX Habitat - Thane West,None,P51700025355,
60,TenX Habitat - Thane West,None,P51700027036,
913,Tharwani Solitaire - Kalyan,None,P51700030172,
707,The Address - Aundh Baner Link Road,None,P52100029791,
783,The Centrum - Tathawade,None,P52100027662,
498,The curve - Santacruz West,None,P51800030635,
1057,The EVOQ - Wakad ,None,P52100027486,
825,The Formist TreeHouse - Manyata Tech Park,None,PRM/KA/RERA/1251/472/PR/200121/003213,
454,The Greater Good - Mohammadwadi,None,P52100015734,
513,The Heavens Palace - Mumbra,None,P51700020942,
1115,The Heritage  - Kondhwa,None,P52100024130,
70,The ICON,None,P51700018370,
816,The Infiniti - Uttarahalli,None,PRM/KA/RERA/1251/310/PR,
551,The Kollage - Andheri East,None,P51800012084,
785,The Miracle - Pimple Saudagar,None,P52100030372,
528,The Mist - Karjat,None,P52000024728,
528,The Mist - Karjat,None,P52000007101,
530,The Morning - Neral,None,P52000004033,
368,The Palazzo - Santacruz East,None,P51800015924,
919,The Residency - Andheri West,None,P51800004331,
496,The Space - Kharadi,None,P52100019458,
784,The Spectrum - Tathawade,None,P52100022934,
561,The Universe - Mumbra,None,P51700009797,
277,The View - Powai Extension,None,P51800020140,
315,The Views - Ghatkopar East,None,P51900031165,
974,The White Villas - Shahapur,None,P51700000038,
376,Theia Business Park	 - Punawale,None,P52100024257,
117,Tower 28 - Malad East	,None,P51800009511,
117,Tower 28 - Malad East	,None,P51800028777,
444,Trafalgar Tower - Ghatkopar East,None,P51800006369,
1098,Tranquil - Yelahanka,None,PRM/KA/RERA/1251/309/PR/201001/003621,
762,Triaa Vasantam City Centre - Dhanori,None,P52100032750,
904,Tulip Heights - Kalyan East,None,P51700022565,
547,Tulsi Aangan NX - Karjat,None,P52000018426,
512,Tulsi Elanza - Chembur,None,P51800006377,
659,Tulsi Galaxy - Badlapur East,None,P51700033355,
829,Turning Point - Andheri East,None,P51800034497,
387,Tycoons Elevance - Kalyan West,None,P51700020227,
136,Unicorn - Andheri,None,P51800028365,
548,Unimont Aurum - Karjat,None,P52000021298,
865,Unimont Imperia - Khopoli,None,P52000022177,
459,Unique Elita - Santacruz East,None,P51800006885,
628,Unique Ivana - Miraroad East,None,P51700024016,
652,Unique Vistas - Thane West,None,P51700004399,
652,Unique Vistas - Thane West,None,P51700004406,
652,Unique Vistas - Thane West,None,P51700005345,
429,Upper East 97 - Malad East,None,P51800006231,
827,Urban Icon - Kurla West,None,P51800032228,
948,Urban village - Chikkajala,None,PRM/KA/RERA/1251/309/PR/190307/002481,
1125,Ushakiran Enclave - Dombivli,None,P51700028914,
1042,Utopia Gold - Moshi,None,P52100033254,
629,Vaibhav Upavan Phase 1 - Sanjaynagar,None,PRM/KA/RERA/1254/465/PR/200811/003509,
221,Vaishno Heights - Malad East,None,P51800024202,
526,Vajram Newtown - Thanisandra Main Road,None,PRM/KA/RERA/1251/309/PR/190913/002885,
666,Valmark Orchards - Devanahalli,None,KA/RERA/1250/303/PR/190706/002652,
332,Vantage 21 - Pimple Soudagar,None,P52100022932,
1101,"Vardhaman Tower - Kalyan - Shilphata road, Thane West",None,P51700034887,
1101,"Vardhaman Tower - Kalyan - Shilphata road, Thane West",None,P52000033302,
753,Vardhan Heights - Chembur West,None,P51800014198,
382,Vardhman Flora - Byculla East,None,P51900008829,
381,Vardhman Grandeur - Andheri West,None,P51800005952,
380,Vardhman Habitat - Byculla East,None,P51900026521,
983,Vasant Oasis - Andheri East,None,P51800000691,
983,Vasant Oasis - Andheri East,None,P51800000850,
983,Vasant Oasis - Andheri East,None,P51800000921,
983,Vasant Oasis - Andheri East,None,P51800000980,
602,Vasudev paradise - Mira Rod East,None,P51700021181,
708,V-AXIS - Wagholi,None,P52100030180,
394,VBHC Palmhaven 2 Block A - Kengiri Hobli,None,PRM/KA/RERA/1251/310/PR/190614/002617,
1018,Veer One - Vasai East ,None,P99000031900,
954,Veer Sidhanak - Kurla East,None,P51800015156,
657,Venus Skky city - Dombivali East,None,P51700031286,
489,Versatile Valley - Dombivali East,None,P51700003860,
1194,Vertical Alcinia - NIBM Annexe,None,P52100011957,
515,Viceroy - Chembur East,None,P51800014358,
227,Viceroy SAVANA - Kandivali East,None,P51800023099,
227,Viceroy SAVANA - Kandivali East,None,P51800023159,
227,Viceroy SAVANA - Kandivali East,None,P51800023183,
550,Vihar Heights - Vidyavihar East,None,P51800026062,
318,Viraj Tower - Selten ISLE - Thane West,None,P51700005880,
325,Vishal Belleza - Hadapsar,None,P52100022719,
664,Vishwajeet Paradise - Ambernath West,None,P51700032998,
1017,Vishwajeet Pink City - Ambernath East,None,P51700027704,
1016,Vishwajeet Pink City - Ambernath East,None,P51700027704,
663,Vishwajeet Precious - Kalyan West,None,P51700020587,
663,Vishwajeet Precious - Kalyan West,None,P51700030793,
663,Vishwajeet Precious - Kalyan West,None,P51700031318,
386,Vision Eternity - Marunji,None,P52100030886,
344,Vivan Homes - Andheri West	,None,P51800024497,
260,VRUNDAVAN - I Kalyan West,None,P51700014675,
675,VSL Srinidhi Greenage - Sarjapur Road			,None,PRM/KA/RERA/1251/308/PR/200117/003196,
805,VTP Pegasus - Manjri,None,P52100009524/P52100007722/P52100007401,
138,VTP Solitaire - Baner Pashan Link Road,None,P52100022428,
421,V-Uptown - Kiwale,None,P521000005194,
375,W BIZ - Bhumkar Chowk,None,P52100024521,
890,Wadhwa Wise City - Panvel,None,P52000020812,
968,Walchand Paradise - Mira Road East,None,P51700033946,
559,Webcity - Hennur Main Road,None,"2A-KAPR/KN/170731/000608
2B-KAPR/KN/170731/000620
3A-KAPR/KN/170731/000560
3B-KAPR/KN/170731/000551
3C-KAPR/KN/170731/000550",
880,West Wood - Kandivali West,None,P51800034338,
311,Westbay - Bandra West,None,P51800001494,
1047,Whispering Winds - Bengaluru ,None,PRM/KA/RERA/1251/310/PR/171222/001523,
1026,Winspace Amelio - Andheri West ,None,P51800010932,
828,Wonder Park - Vasai East,None,P99000029971,
483,Wonderwall - Sarjapura Main Road,None,PRM/KA/RERA/1251/308/PR/201106/003692,
483,Wonderwall - Sarjapura Main Road,None,PRM/KA/RERA/1251/308/PR/201106/003692,
667,Woodstock Apartments - Electronic City,None,PRM/KA/RERA/PR001283,
912,Yogi Belleza - Bhiwandi,None,P51700034700,
524,Yojan One - Kurla West ,None,P51800028864,
693,You 57 - Hinjewadi,None,P52100021770,
24,You57,None,P52100021770,
27,You57 - Hinjewadi Phase - 3,None,P52100021770,
28,You57 - Hinjewadi Phase 3,None,P52100021770,
26,You57-test,None,P52100021770,
803,Zee Sahyadri - Andheri West,None,P51800006241,
317,Zee Shaan - Vile Parle East,None,P51800003892,
759,Zen County - Pali Khopoli Road,None,P52000004949,
1075,Zen Indraprastha - Yeshwantpur,None,PRM/KA/RERA/1251/310/PR/171027/000864,
688,Zenica at Ajmera Exotica - Wagholi,None,P52100023633,
